name,author,narrator,time,releasedate,language,stars,price
Give a Sh*t,Writtenby:AshleePiper,Narratedby:AshleePiper,6 hrs and 15 mins,26-06-18,English,Not rated yet,500.00
The Towering World of Jimmy Choo,"Writtenby:LaurenGoldsteinCrowe,SagraMaceiradeRosen",Narratedby:RosalynLandor,7 hrs and 48 mins,17-11-09,English,Not rated yet,668.00
"Love, Tanya",Writtenby:TanyaBurr,Narratedby:LauraRiseborough,5 hrs and 19 mins,26-02-15,English,Not rated yet,615.00
A Unicorn in a World of Donkeys,Writtenby:MiaMichaels,Narratedby:MiaMichaels,5 hrs and 21 mins,19-06-18,English,Not rated yet,500.00
Und ewig grüßt das Moppel-Ich,Writtenby:SusanneFröhlich,Narratedby:SusanneFröhlich,3 hrs and 41 mins,30-03-10,german,Not rated yet,468.00
What the Hell Happened to Me?,Writtenby:EllenGoldberg,Narratedby:JoetteWaters,27 mins,13-12-13,English,Not rated yet,164.00
Runzel-Ich. Wer schön sein will,"Writtenby:SusanneFröhlich,ConstanzeKleis","Narratedby:SusanneFröhlich,ConstanzeKleis",3 hrs and 58 mins,21-06-07,german,Not rated yet,468.00
How One of You Can Bring the Two of You Together,Writtenby:SusanPage,Narratedby:SusanPage,3 hrs and 2 mins,15-12-99,English,Not rated yet,502.00
Salud y Belleza (Health & Beauty),Writtenby:CoralCommunications,Narratedby:FortunaCalvo,1 hr and 9 mins,15-12-99,spanish,Not rated yet,410.00
Through Thick and Thin,Writtenby:GokWan,Narratedby:GokWan,2 hrs and 50 mins,14-10-10,English,Not rated yet,615.00
The Jennifer Nicole Lee Fitness Model Diet: JNL's Super Fitness Model Diet,Writtenby:JenniferNicoleLee,Narratedby:JenniferNicoleLee,2 hrs and 56 mins,12-05-11,English,Not rated yet,586.00
È Facile Controllare Il Peso Se Sai Come Farlo [It's Easy to Control Your Weight if You Know How to Do It],Writtenby:AllenCarr,Narratedby:SandroStefanini,6 hrs and 31 mins,15-09-16,italian,Not rated yet,569.00
Beauty Mark,Writtenby:JanMoran,Narratedby:ErinBennett,6 hrs and 57 mins,24-10-17,English,Not rated yet,703.00
Pretty Sick,"Writtenby:CaitlinM.Kiernan,JamieLeeReardin-illustrator",Narratedby:CaitlinM.Kiernan,6 hrs and 52 mins,19-09-17,English,Not rated yet,500.00
J's Everyday Fashion and Faith,Writtenby:JeanetteJohnson,Narratedby:JeanetteJohnson,6 hrs and 9 mins,03-10-17,English,Not rated yet,603.00
Il trucco c'è e si vede,Writtenby:BeatriceMautino,Narratedby:BeatriceMautino,6 hrs and 3 mins,29-09-20,italian,Not rated yet,344.00
Pflanzenwasser,Writtenby:VerenaGrapengeter,Narratedby:AnnaGustmann,2 hrs and 27 mins,18-08-20,german,Not rated yet,434.00
The Single Girl's Guide,Writtenby:ImogenLloydWebber,Narratedby:SandraYee,6 hrs and 15 mins,26-01-09,English,Not rated yet,307.00
Modestly,Writtenby:DinaTorkia,Narratedby:DinaTorkia,3 hrs and 19 mins,20-09-18,English,5 out of 5 stars1 rating,615.00
Style Bible,Writtenby:LaurenA.Rothman,Narratedby:LaurenA.Rothman,6 hrs and 8 mins,03-03-14,English,Not rated yet,699.00
Serving Face,Writtenby:FelixLeFreak,Narratedby:FelixLeFreak,4 hrs and 2 mins,03-09-20,English,Not rated yet,615.00
Wear Your Life Well,Writtenby:HeleneOseen,Narratedby:JennyHoops,3 hrs and 26 mins,08-03-17,English,Not rated yet,383.00
Stolen Focus,Writtenby:JohannHari,Narratedby:JohannHari,10 hrs and 12 mins,06-01-22,English,4.5 out of 5 stars4 ratings,"1,215.00"
ADHD 2.0,"Writtenby:EdwardM.Hallowell,JohnJ.Ratey",Narratedby:FredSanders,5 hrs and 27 mins,12-01-21,English,5 out of 5 stars6 ratings,754.00
The Happiest Baby on the Block; Fully Revised and Updated Second Edition,Writtenby:HarveyKarp,Narratedby:TimFannon,7 hrs and 41 mins,23-05-19,English,4 out of 5 stars2 ratings,668.00
Turn Autism Around,Writtenby:MaryLynchBarberaPhDRNBCBA-D,Narratedby:MaryLynchBarberaPhDRNBCBA-D,8 hrs and 15 mins,30-03-21,English,5 out of 5 stars4 ratings,750.00
Kid Confidence,"Writtenby:EileenKennedy-MoorePhD,MicheleBorbaEdD",Narratedby:CarolineTurnerCole,7 hrs and 11 mins,11-09-19,English,3 out of 5 stars1 rating,398.00
"The Mayo Clinic Guide to Your Baby's First Years, 2nd Edition","Writtenby:WalterCook,KelseyKlaas",Narratedby:LoriGardner,24 hrs and 42 mins,22-09-20,English,Not rated yet,"1,407.00"
The Scenic Route,Writtenby:LeighMerrydayPorch,Narratedby:LeighMerrydayPorch,9 hrs and 43 mins,05-04-22,English,Not rated yet,879.00
The Yell-Free Parent’s Guide to Disciplining an Explosive Child,Writtenby:GraceCohen,Narratedby:ElmireQ.Kidd,3 hrs and 1 min,06-03-21,English,Not rated yet,501.00
The Happiest Baby Guide to Great Sleep,Writtenby:HarveyKarpMD,Narratedby:TimFannon,9 hrs and 37 mins,26-03-20,English,Not rated yet,469.00
Women with ADHD,Writtenby:RobertaSanders,Narratedby:MonicaWolfkillVO,10 hrs and 1 min,07-06-21,English,Not rated yet,836.00
The Attachment Parenting Book,"Writtenby:WilliamSearsMD,MarthaSearsRN",Narratedby:JimDenison,10 hrs and 2 mins,29-01-19,English,4 out of 5 stars1 rating,608.00
Stop Walking on Eggshells for Parents,"Writtenby:RandiKreger,ChristineAdamecMBA,DanielS.LobelPhD",Narratedby:RachelPerry,9 hrs and 47 mins,01-02-22,English,Not rated yet,586.00
Fast Minds,"Writtenby:CraigSurman,TimBilkey,KarenWeintraub",Narratedby:JohnPirhalla,8 hrs and 10 mins,07-09-21,English,Not rated yet,"1,005.00"
Navigating Autism,"Writtenby:TempleGrandinPhD,DebraMoorePhD",Narratedby:LauralMerlington,10 hrs and 10 mins,26-10-21,English,Not rated yet,703.00
A Radical Guide for Women with ADHD,"Writtenby:SariSoldenMS,MichelleFrankPsyD,EllenLittmanPhD-foreword",Narratedby:MarniPenning,6 hrs and 42 mins,16-02-21,English,Not rated yet,586.00
8 Keys to Parenting Children With ADHD,Writtenby:CindyGoldrich,Narratedby:CallieBeaulieu,6 hrs and 19 mins,05-10-15,English,Not rated yet,820.00
How to Overcome Your Childhood,Writtenby:TheSchoolofLife,Narratedby:SonyaCullingford,2 hrs and 9 mins,09-09-21,English,4.5 out of 5 stars2 ratings,398.00
Demystifying Disability,Writtenby:EmilyLadau,Narratedby:EmilyLadau,4 hrs and 24 mins,07-09-21,English,5 out of 5 stars1 rating,754.00
The Boy Who Was Raised as a Dog,"Writtenby:BruceD.Perry,MaiaSzalavitz",Narratedby:ChrisKipiniak,13 hrs and 10 mins,24-09-18,English,5 out of 5 stars9 ratings,500.00
"The Essential Guide to Raising Complex Kids with ADHD, Anxiety, and More",Writtenby:ElaineTaylor-KlausPCCCPCC,Narratedby:BexTaylor-Klaus,6 hrs and 20 mins,06-07-21,English,Not rated yet,586.00
"Organizing Solutions for People with ADHD, 2nd Edition - Revised and Updated",Writtenby:SusanC.Pinsky,Narratedby:ErindeWard,6 hrs and 2 mins,11-05-21,English,Not rated yet,586.00
The Gift of Adult ADD,Writtenby:LaraHonos-WebbPhD,Narratedby:HollyAdams,7 hrs and 55 mins,28-09-21,English,5 out of 5 stars1 rating,586.00
What Your ADHD Child Wishes You Knew,"Writtenby:Dr.SharonSaline,Dr.LauraMarkham","Narratedby:Dr.SharonSaline,CassandraCampbell",7 hrs and 23 mins,07-08-18,English,5 out of 5 stars1 rating,879.00
Ten Things Every Child with Autism Wishes You Knew,Writtenby:EllenNotbohm,Narratedby:StephanieCozart,5 hrs and 26 mins,10-06-16,English,5 out of 5 stars3 ratings,703.00
The Empathic Parent’s Guide to Raising a Highly Sensitive and Anxious Child,Writtenby:FreedaMeighan,Narratedby:StephanieBarry,3 hrs and 11 mins,28-09-20,English,Not rated yet,501.00
TDAH chez l'enfant,Writtenby:FaréEditions,Narratedby:SethShannon,1 hr and 17 mins,24-01-22,french,Not rated yet,263.00
The Plant-Based Baby and Toddler,"Writtenby:AlexandraCaspero,WhitneyEnglish",Narratedby:SarahSkaer,8 hrs and 11 mins,18-05-21,English,Not rated yet,879.00
Lo mejor de nuestras vidas,Writtenby:LucíaGalánBertrand,Narratedby:CrisPuertas,8 hrs and 18 mins,24-01-22,spanish,Not rated yet,614.00
The Baby Book,"Writtenby:WilliamSearsM.D.,MarthaSearsR.N.,RobertW.SearsM.D.,","Narratedby:MelFoster,SherryAdamsFoster",41 hrs and 9 mins,08-01-13,English,Not rated yet,"1,005.00"
"Vi fjerner dit barn, fru Hansen",Writtenby:NinaKoeller,Narratedby:GretheHeltberg,2 hrs and 57 mins,07-02-22,danish,Not rated yet,233.00
Your Brain's Not Broken,Writtenby:TamaraRosierPhD,Narratedby:SuzieAlthens,6 hrs and 6 mins,21-09-21,English,Not rated yet,586.00
Talking Back to OCD,"Writtenby:ChristineM.Benton,JohnS.MarchMD",Narratedby:ChristopherSolimene,14 hrs and 37 mins,29-08-17,English,4.5 out of 5 stars2 ratings,"1,008.00"
Raising an Organized Child,Writtenby:DamonKorb,Narratedby:SteveWojtas,6 hrs and 51 mins,15-05-20,English,4.5 out of 5 stars2 ratings,398.00
The Pattern Seekers,Writtenby:SimonBaron-Cohen,Narratedby:JonathanCowley,5 hrs and 42 mins,16-02-21,English,4 out of 5 stars1 rating,586.00
Helping Your Anxious Child,"Writtenby:RonaldM.RapeePhD,AnnWignallD.Psych,SusanH.SpencePhD,",Narratedby:TomPerkins,8 hrs and 4 mins,16-02-16,English,Not rated yet,891.00
The Explosive Child,Writtenby:Dr.RossW.Greene,Narratedby:Dr.RossW.Greene,2 hrs and 38 mins,30-04-12,English,4.5 out of 5 stars11 ratings,586.00
Helping Your Child with Extreme Picky Eating,"Writtenby:KatjaRowellMD,JennyMcGlothlinMSSLP,SuzanneEvansMorrisPhD-foreword",Narratedby:TinaWolstencroft,7 hrs and 36 mins,16-02-21,English,Not rated yet,586.00
Toddler Discipline,Writtenby:MarieC.Foster,Narratedby:ClaireNeigenfind,1 hr and 18 mins,21-06-18,English,Not rated yet,233.00
Healing ADD Revised Edition,Writtenby:DanielG.Amen,Narratedby:JohnBedfordLloyd,14 hrs and 28 mins,27-02-14,English,Not rated yet,"1,131.00"
ADHD: Raising an Explosive Child,Writtenby:JoannaBrain,Narratedby:PennyStages,5 hrs and 51 mins,22-12-20,English,Not rated yet,668.00
"Raising a Healthy, Happy Eater","Writtenby:NimaliFernandoMDMPH,MelaniePotockMACC-SLP",Narratedby:TeriSchnaubelt,8 hrs and 26 mins,06-06-17,English,5 out of 5 stars1 rating,938.00
Inmunología infantil,Writtenby:FernandoFariñasGuerrero,Narratedby:GermánGijón,4 hrs and 35 mins,26-11-21,spanish,Not rated yet,268.00
The CALM Baby Method,"Writtenby:PattiIderanOTR/L,MarkFishbeinMFFAAP",Narratedby:AnnSimmons,7 hrs and 11 mins,23-11-21,English,Not rated yet,586.00
The Science of Mom,Writtenby:AliceCallahan,Narratedby:JoanaGarcia,13 hrs and 42 mins,23-11-21,English,Not rated yet,586.00
Gewaltfreie Kommunikation mit Kindern,Writtenby:KatharinaHerz,Narratedby:UteGutschner,2 hrs and 55 mins,11-01-22,german,Not rated yet,401.00
1001 Ideen für den Alltag mit autistischen Kindern und Jugendlichen,"Writtenby:EllenNotbohm,VeronikaZysk",Narratedby:MikeLanghans,12 hrs and 32 mins,21-01-22,german,Not rated yet,837.00
Achtsamkeit für Kinder,Writtenby:MagicKids,Narratedby:TorbenSterner,3 hrs and 58 mins,19-01-22,german,Not rated yet,434.00
The Resilience Recipe,"Writtenby:MuniyaS.KhannaPhD,PhilipC.KendallPhDABPP,DavidH.BarlowPhD-foreword",Narratedby:EleanorMcCormick,5 hrs and 58 mins,25-01-22,English,Not rated yet,586.00
Healing Your Child’s Brain,"Writtenby:MatthewNewell,CarolNewell",Narratedby:JoeHempel,7 hrs and 48 mins,16-02-21,English,Not rated yet,586.00
Kids Beyond Limits,Writtenby:AnatBaniel,Narratedby:SuzanneToren,8 hrs and 11 mins,08-09-20,English,5 out of 5 stars1 rating,586.00
The Baby Sleep Book: The Complete Guide to a Good Night's Rest for the Whole Family,"Writtenby:WilliamSearsMD,RobertSearsMD,JamesSearsMD,",Narratedby:ColeenMarlo,11 hrs and 15 mins,08-01-19,English,Not rated yet,820.00
Konzentrationstraining für Kinder - Der praxisnahe Leitfaden inkl. genialer Übungen,Writtenby:MagicKids,Narratedby:MarioKunze,3 hrs and 25 mins,27-10-21,german,Not rated yet,300.00
Risas al punto de sal,Writtenby:RaquelSastre,"Narratedby:MagoMore,RaquelSastre",4 hrs and 52 mins,22-10-21,spanish,Not rated yet,729.00
Hochsensible Kinder verstehen und einfühlsam erziehen,Writtenby:MareikeWaldecker,Narratedby:AnjaKlukas,1 hr and 25 mins,14-10-21,german,Not rated yet,300.00
Hochsensible Kinder verstehen und erziehen,Writtenby:KatharinaHerz,Narratedby:FranziskaWeitzel,3 hrs and 29 mins,08-10-21,german,Not rated yet,434.00
Parenting the Conundrum Child,Writtenby:AniesaBlore,Narratedby:AniesaBlore,4 hrs and 18 mins,29-09-21,English,Not rated yet,535.00
ADHD: The Facts [3rd Edition],Writtenby:MarkSelikowitz,Narratedby:DanielHenning,8 hrs and 36 mins,28-09-21,English,Not rated yet,586.00
Wenn die Kinderseele streikt,Writtenby:MichaelElpers,Narratedby:MarlenUlonska,8 hrs and 37 mins,15-09-21,german,Not rated yet,468.00
子どもの幸せは腸が７割　３才までで決まる！最強の腸内環境のつくりかた,Writtenby:藤田紘一郎,Narratedby:山崎健太郎,3 hrs and 54 mins,29-10-21,japanese,Not rated yet,697.00
Safe Infant Sleep,Writtenby:JamesJ.McKennaPhD,Narratedby:StephenBowlby,6 hrs and 35 mins,17-08-21,English,Not rated yet,586.00
On the Spectrum,Writtenby:DanielBowmanJr.,Narratedby:AdamVerner,6 hrs and 53 mins,10-08-21,English,Not rated yet,586.00
For the Love of Oscar,Writtenby:SarahRoberts,Narratedby:ImogenChurch,7 hrs and 20 mins,03-03-22,English,Not rated yet,721.00
ADHD,"Writtenby:MarkL.WolraichMDFAAP,JosephF.HaganMDFAAP",Narratedby:AndreBellido,11 hrs and 20 mins,28-02-22,English,Not rated yet,703.00
Your No Guilt Pregnancy Plan,Writtenby:RebeccaSchiller,Narratedby:RebeccaSchiller,9 hrs and 9 mins,03-05-18,English,Not rated yet,683.00
ADHD Diet: The Cure Is Nutrition Not Drugs,Writtenby:MartinMeyer,Narratedby:DaveWright,1 hr and 45 mins,21-04-16,English,4 out of 5 stars2 ratings,233.00
The Orchid and the Dandelion,Writtenby:DrW.ThomasBoyce,"Narratedby:FredSanders,PhilippaPerry",10 hrs and 23 mins,24-01-19,English,Not rated yet,323.00
Parenting ADHD Now!,"Writtenby:ElaineTaylor-Klaus,DianeDempster",Narratedby:ElizaFoss,5 hrs and 30 mins,18-12-18,English,Not rated yet,668.00
Raising Boys with ADHD,"Writtenby:MaryAnneRichey,JamesForganPhD",Narratedby:JamesForganPhD,7 hrs and 6 mins,24-04-18,English,5 out of 5 stars2 ratings,586.00
The Spirit Catches You and You Fall Down,Writtenby:AnneFadiman,Narratedby:PamelaXiong,13 hrs and 37 mins,18-03-15,English,4 out of 5 stars2 ratings,836.00
Balanced and Barefoot,Writtenby:AngelaJ.Hanscom,Narratedby:RebeccaMitchell,6 hrs and 27 mins,14-07-16,English,5 out of 5 stars1 rating,820.00
Positive Parenting for Autism,Writtenby:VictoriaM.BooneMABCBA,Narratedby:AllysonJohnson,3 hrs and 46 mins,24-09-19,English,Not rated yet,501.00
Aggression in Play Therapy,"Writtenby:LisaDion,BonnieBadenoch-foreword",Narratedby:LisaDion,5 hrs and 48 mins,08-12-20,English,Not rated yet,469.00
When Your Daughter Has BPD,Writtenby:DanielS.LobelPhD,Narratedby:TerrenceBayes,6 hrs and 9 mins,25-02-20,English,Not rated yet,586.00
The Deepest Well,Writtenby:DrNadineBurkeHarris,Narratedby:DrNadineBurkeHarris,10 hrs and 20 mins,22-02-18,English,3 out of 5 stars2 ratings,323.00
"Is It You, Me, or Adult A.D.D.?",Writtenby:GinaPera,Narratedby:PamWard,14 hrs and 55 mins,28-11-11,English,Not rated yet,"1,055.00"
"10 Days to a Less Defiant Child, Second Edition",Writtenby:JeffreyBernsteinPhD,Narratedby:JosephBearor,12 hrs and 2 mins,16-07-19,English,Not rated yet,500.00
The Myth of Autism,"Writtenby:Dr.MichaelGoldberg,ElyseGoldberg",Narratedby:ClintonWade,7 hrs and 19 mins,03-02-13,English,Not rated yet,668.00
"Sleeping Through the Night, Revised Edition",Writtenby:JodiA.MindellPhD,Narratedby:SusanBoyce,11 hrs and 13 mins,17-04-18,English,3 out of 5 stars1 rating,703.00
Anxiety Relief for Kids,"Writtenby:BridgeFlynnWalkerPhD,MichaelA.TompkinsPhD-foreword",Narratedby:CallieBeaulieu,7 hrs and 1 min,16-02-21,English,Not rated yet,586.00
Autism Relationships Handbook,"Writtenby:FaithG.HarperPhDLPC-SACSACN,JoeBiel",Narratedby:KateMulligan,5 hrs and 5 mins,23-03-21,English,Not rated yet,585.00
Explaining Humans,Writtenby:DrCamillaPang,Narratedby:DrCamillaPang,6 hrs and 52 mins,12-03-20,English,3.5 out of 5 stars2 ratings,888.00
Beyond ADHD,"Writtenby:JeffEmmerson,RobertYehling",Narratedby:DavidColacci,9 hrs and 51 mins,16-08-17,English,2 out of 5 stars1 rating,938.00
Self-Regulation Interventions and Strategies,Writtenby:TeresaGarland,Narratedby:LauraCopland,7 hrs and 6 mins,13-08-19,English,5 out of 5 stars1 rating,586.00
How Can I Talk If My Lips Don't Move?,Writtenby:TitoRajarshiMukhopadhyay,Narratedby:MarkAshby,4 hrs and 24 mins,20-05-13,English,1 out of 5 stars1 rating,501.00
Hochsensible & gefühlsstarke Kinder,Writtenby:MariaGroninga,Narratedby:IlkaSehnert,1 hr and 14 mins,28-03-22,german,Not rated yet,300.00
Mindfulness per bambini,Writtenby:JuliaSanders,Narratedby:SaraElisaFrison,2 hrs and 30 mins,25-03-22,italian,Not rated yet,434.00
"10 Dinge, die autistische Kinder ihren Eltern sagen möchten",Writtenby:EllenNotbohm,Narratedby:MikeLanghans,5 hrs and 54 mins,22-03-22,german,Not rated yet,602.00
Allenare la concentrazione nei bambini - La guida pratica con fantastici esercizi,Writtenby:MagicKids,Narratedby:SaraElisaFrison,3 hrs and 22 mins,22-03-22,italian,Not rated yet,434.00
Achtsamkeitstraining für Kinder,Writtenby:FlorianaSchilling,Narratedby:LucasBlasius,3 hrs and 14 mins,16-03-22,german,Not rated yet,434.00
Understanding Girls with ADHD,"Writtenby:KathleenG.NadeauPhD,EllenB.LittmanPhD,PatriciaO.QuinnMD",Narratedby:CarlyRobins,10 hrs and 16 mins,30-06-20,English,5 out of 5 stars1 rating,586.00
Love Is Not Enough,Writtenby:JennyLexhed,Narratedby:RosemaryBenson,9 hrs and 49 mins,03-02-15,English,Not rated yet,668.00
The Boy Who Loved Windows,Writtenby:PatriciaStacey,Narratedby:PhoebeStrole,11 hrs and 19 mins,07-04-20,English,Not rated yet,500.00
Asperger's and Adulthood,Writtenby:BlytheGrossbergPsyD,Narratedby:NancyLinari,3 hrs and 40 mins,18-12-18,English,2 out of 5 stars2 ratings,501.00
"Fire Child, Water Child",Writtenby:StephenScottCowanMD,Narratedby:BarryAbrams,6 hrs and 39 mins,06-04-21,English,Not rated yet,703.00
Heading Home with Your Newborn,Writtenby:LauraJana,Narratedby:TeganAshtonCohan,14 hrs and 58 mins,24-03-21,English,Not rated yet,398.00
7 Secrets of the Newborn,"Writtenby:RobertC.HamiltonMD,SallyCollings","Narratedby:MarkSteines,PatriciaHeaton-foreword,RobertC.Hamilton-introduction",9 hrs and 20 mins,04-09-18,English,5 out of 5 stars1 rating,181.00
"On Becoming Babywise, Anniversary Edition","Writtenby:RobertBucknamMD,GaryEzzoMA",Narratedby:WilliamCrockett,8 hrs and 47 mins,15-12-20,English,Not rated yet,668.00
Mein starkes Kind,Writtenby:AlenaSchulte,Narratedby:InkaWiederspohn,1 hr and 17 mins,15-06-21,german,Not rated yet,300.00
Autism,Writtenby:UtaFrith,Narratedby:LeslieBellair,3 hrs and 16 mins,22-06-21,English,Not rated yet,351.00
Views from the Spectrum,"Writtenby:RonSandison,DaroldA.TreffertMD-foreword",Narratedby:BobSouer,7 hrs and 10 mins,29-06-21,English,Not rated yet,586.00
Speaking of Apraxia (Second Edition),Writtenby:LeslieA.Lindsay,Narratedby:LeslieA.Lindsay,18 hrs and 52 mins,06-07-21,English,Not rated yet,"1,382.00"
The Little Book of Attachment,"Writtenby:DanielA.Hughes,BenGurney-Smith",Narratedby:KirbyHeyborne,8 hrs and 26 mins,21-07-20,English,Not rated yet,586.00
On Immunity,Writtenby:EulaBiss,Narratedby:TamaraMarston,6 hrs and 23 mins,30-09-14,English,4.5 out of 5 stars5 ratings,632.00
"Taking Charge of ADHD, Third Edition",Writtenby:RussellA.Barkley,Narratedby:AbbyCraden,16 hrs and 59 mins,22-10-15,English,Not rated yet,836.00
The First Breath,Writtenby:OliviaGordon,Narratedby:CharlieSanderson,11 hrs and 31 mins,13-06-19,English,Not rated yet,323.00
Warning Signs,"Writtenby:JohnKelly,BrianJ.Karem",Narratedby:JohnnyHeller,6 hrs and 17 mins,02-07-13,English,Not rated yet,668.00
Mindful Parenting for ADHD,"Writtenby:MarkBertinMD,AriTuckmanPsyD-foreword",Narratedby:WilliamSarris,7 hrs and 36 mins,16-02-21,English,Not rated yet,586.00
Mayo Clinic Family Health Book: 5th Edition,Writtenby:ScottC.Litin,Narratedby:SusanBennett,111 hrs and 51 mins,29-12-20,English,Not rated yet,"1,407.00"
Love Is a Choice,"Writtenby:Dr.RobertHemfelt,Dr.FrankMinirth,Dr.PaulMeier",Narratedby:ChristopherSolimene,11 hrs and 20 mins,15-08-17,English,Not rated yet,938.00
Parenting a Child Who Has Intense Emotions,"Writtenby:JeanineA.PenzoLICSW,PatHarveyLCSW-C",Narratedby:PamWard,6 hrs and 40 mins,10-11-15,English,Not rated yet,820.00
Healing without Hurting,Writtenby:JenniferGiustra-KozekLPCNCC,Narratedby:VirginiaWolf,11 hrs and 27 mins,27-11-18,English,Not rated yet,938.00
Io mi svezzo da solo!,Writtenby:LucioPiermarini,"Narratedby:GrazianoPiazza,ViolaGraziosi,FrancescoLeonardoFabbri,",4 hrs and 42 mins,08-06-21,italian,Not rated yet,382.00
